Ticker,Test_Samples,HistMean_MSE_3M,HistMean_DirAcc_3M,HistMean_MSE_1Y,HistMean_DirAcc_1Y,MA_MSE_3M,MA_DirAcc_3M,MA_MSE_1Y,MA_DirAcc_1Y,LR_MSE_3M,LR_DirAcc_3M,LR_MSE_1Y,LR_DirAcc_1Y,RF_MSE_3M,RF_DirAcc_3M,RF_MSE_1Y,RF_DirAcc_1Y,SimpleLSTM_MSE_3M,SimpleLSTM_DirAcc_3M,SimpleLSTM_MSE_1Y,SimpleLSTM_DirAcc_1Y,Hybrid_MSE_3M,Hybrid_DirAcc_3M,Hybrid_MSE_1Y,Hybrid_DirAcc_1Y
ONGC,890,0.04200552875527169,62.47191011235955,0.2398041079144167,73.37078651685394,0.06860059526043055,56.067415730337075,0.33883479697965296,51.68539325842697,0.0395733600213925,53.82022471910113,0.21792693219207804,57.078651685393254,0.03772012128927808,58.20224719101124,0.20591732248259514,58.31460674157304,0.042761243879795074,64.20323325635104,0.2598820924758911,77.48267898383372,0.004620261490345001,95.49653579676675,0.0253190528601408,93.87990762124711
NTPC,890,0.013937339843312664,64.9438202247191,0.13683055648862072,81.01123595505618,0.024943426052308978,49.10112359550562,0.21370892355300572,57.528089887640455,0.025459202569918068,41.91011235955056,0.37472476800425913,44.26966292134831,0.05151490982489384,44.71910112359551,0.2713946739436446,34.60674157303371,0.013841207139194012,66.74364896073904,0.15093713998794556,83.25635103926096,0.0026599718257784843,92.37875288683603,0.005638633389025927,99.65357967667437
JSWSTEEL,890,0.06959244847059327,63.146067415730336,0.7747760744551891,84.26966292134831,0.09544934872853271,58.876404494382015,0.8075315944702682,60.22471910112359,0.15292183929046987,52.47191011235955,3.3113940846444105,22.808988764044944,0.13187852409791057,50.56179775280899,1.0091962348479717,40.1123595505618,0.06913549453020096,64.8960739030023,0.9597157835960388,86.60508083140877,0.008651386946439743,90.76212471131639,0.031632017344236374,93.53348729792148
POWERGRID,753,0.011040226352521519,76.75962815405046,0.09619055015039762,100.0,0.017657361847339816,50.199203187250994,0.1560670214903455,55.112881806108895,0.017301513280532303,33.86454183266932,0.22879560298062643,16.99867197875166,0.03293358171145703,33.46613545816733,0.2021853589615742,20.98273572377158,0.013270687311887741,39.36899862825789,0.09051744639873505,100.0,0.002284621587023139,90.39780521262003,0.0033008786849677563,100.0
M&M,890,0.049053218861553144,57.528089887640455,0.11381820765571503,93.48314606741573,0.06876634847819182,51.460674157303366,0.20372397320606575,57.30337078651685,0.060319522477426585,47.752808988764045,0.49238139391949903,35.842696629213485,0.07481093069167706,44.60674157303371,0.377049707125796,41.34831460674157,0.05240582674741745,58.198614318706696,0.2017752081155777,95.84295612009238,0.006944731809198856,82.67898383371825,0.030382398515939713,95.72748267898383
ADANIENT,890,0.21504159826862315,81.34831460674158,7.860176758330894,80.33707865168539,0.2617240056390212,66.62921348314606,7.289898965579831,63.82022471910113,30.960528085290782,18.764044943820224,658.7529042060504,19.662921348314608,0.4147533426439648,26.06741573033708,8.854440808164254,79.66292134831461,0.24117936193943024,82.10161662817552,10.06554126739502,55.54272517321016,0.05931832268834114,88.56812933025404,0.2892293334007263,92.95612009237875
ADANIPORTS,746,0.054525756884284904,62.86863270777479,0.38846326183527446,74.93297587131367,0.07218415135420181,50.134048257372655,0.4640517904225326,50.134048257372655,0.07839493404747479,43.16353887399464,0.8289124706688639,38.8739946380697,0.06881461003771752,50.80428954423593,0.5666461836086789,37.533512064343164,0.07717974483966827,35.041551246537395,0.4166710674762726,74.09972299168976,0.009416047483682632,86.8421052631579,0.046531762927770615,89.05817174515236
COALINDIA,601,0.02571613439918929,26.455906821963392,0.2804994462720835,0.0,0.031983304757187664,44.09317803660566,0.27707521446061834,54.24292845257903,0.023213747802950366,61.89683860232945,0.2739075415918335,60.56572379367721,0.04252941985476152,37.437603993344425,0.26269636874582625,51.08153078202995,0.027125323191285133,41.76776429809358,0.303598552942276,20.623916811091856,0.004603102803230286,81.45580589254766,0.011214847676455975,100.0
TATASTEEL,890,0.085451075891351,65.0561797752809,1.2253888273646285,73.25842696629213,0.1265798527212231,56.17977528089888,1.2474057540590038,56.96629213483146,0.2869197469029192,60.89887640449439,4.377530219593068,60.1123595505618,0.10821647820185999,54.157303370786515,1.401508502160955,53.59550561797752,0.0892791599035263,66.85912240184757,1.2501158714294434,75.28868360277137,0.01191182155162096,92.60969976905312,0.052957188338041306,92.49422632794457
HINDALCO,890,0.06796052482395565,69.88764044943821,0.6460920076967843,70.0,0.10831735237140713,53.25842696629214,0.7158008807532358,58.08988764044943,0.21194452976851097,48.426966292134836,3.807497393454197,47.30337078651685,0.09134708941540877,40.89887640449438,0.8022132614504568,42.921348314606746,0.07606091350317001,45.49653579676674,0.682637631893158,71.93995381062356,0.009987280704081059,89.26096997690532,0.01266314648091793,91.68591224018475
